tec,avalon-framework
tec,batik
tec,commons-io
tec,commons-logging
tec,docbook-dtd
tec,docbook-xsl
tds,docbook-xsl-fo
tec,fop
tec,fop-resources
tec,htmlhelpworkshop
tec,nant
tec,nantcontrib
tec,nsis
tds,tds
tec,signtool
tec,simmetrics
trr,trr
tec,xalan
tec,xerces
tec,xml-commons
tec,xmlgraphics-commons
